legacy_path	status	matched_source	destination	confidence	notes
/2015/04	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2015/05	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2015/05/page/2	covered	/:year(\d{4})/:month(\d{2})/page/:n	/the-dog-blog	medium	Date archive pagination
/2015/06	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2015/08	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2015/09	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2015/10	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2015/11	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2015/12	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2015/12/page/2	covered	/:year(\d{4})/:month(\d{2})/page/:n	/the-dog-blog	medium	Date archive pagination
/2016-adoptions	covered	/2016-adoptions	/adoption-successes/2016	high	Legacy year archive
/2016-great-dane-calendar	covered	/2016-great-dane-calendar	/donate-to-rmgdri	low	Calendar/fundraising legacy → donate (low confidence)
/2016/01	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2016/02	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2016/03	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2016/03/page/2	covered	/:year(\d{4})/:month(\d{2})/page/:n	/the-dog-blog	medium	Date archive pagination
/2016/04	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2016/04/page/2	covered	/:year(\d{4})/:month(\d{2})/page/:n	/the-dog-blog	medium	Date archive pagination
/2016/05	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2016/06	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2016/06/page/2	covered	/:year(\d{4})/:month(\d{2})/page/:n	/the-dog-blog	medium	Date archive pagination
/2016/07	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2016/07/page/2	covered	/:year(\d{4})/:month(\d{2})/page/:n	/the-dog-blog	medium	Date archive pagination
/2016/08	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2016/09	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2016/10	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2016/11	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2016/12	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2017-adoptions	covered	/2017-adoptions	/adoption-successes/2017	high	Legacy year archive
/2017-calendar	covered	/2017-calendar	/donate-to-rmgdri	low	Calendar/fundraising legacy → donate (low confidence)
/2017/01	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2017/02	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2017/03	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2017/04	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2017/05	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2017/05/page/2	covered	/:year(\d{4})/:month(\d{2})/page/:n	/the-dog-blog	medium	Date archive pagination
/2017/06	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2017/07	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2017/08	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2017/09	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2017/10	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2017/11	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2017/12	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2018-adoptions	covered	/2018-adoptions	/adoption-successes/2018	high	Legacy year archive
/2018-calendars	covered	/2018-calendars	/donate-to-rmgdri	low	Calendar/fundraising legacy → donate (low confidence)
/2018/01	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2018/02	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2018/03	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2018/03/page/2	covered	/:year(\d{4})/:month(\d{2})/page/:n	/the-dog-blog	medium	Date archive pagination
/2018/04	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2018/05	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2018/06	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2018/06/page/2	covered	/:year(\d{4})/:month(\d{2})/page/:n	/the-dog-blog	medium	Date archive pagination
/2018/07	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2018/08	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2018/09	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2018/10	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2018/11	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2018/12	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2019-adoptions	covered	/2019-adoptions	/adoption-successes/2019	high	Legacy year archive
/2019-calendars	covered	/2019-calendars	/donate-to-rmgdri	low	Calendar/fundraising legacy → donate (low confidence)
/2019/01	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2019/02	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2019/03	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2019/04	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2019/05	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2019/06	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2019/06/page/2	covered	/:year(\d{4})/:month(\d{2})/page/:n	/the-dog-blog	medium	Date archive pagination
/2019/07	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2019/08	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2019/09	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2019/10	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2019/11	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2019/11/page/2	covered	/:year(\d{4})/:month(\d{2})/page/:n	/the-dog-blog	medium	Date archive pagination
/2019/12	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2020-adoptions	covered	/2020-adoptions	/adoption-successes/2020	high	Legacy year archive
/2020-dane-calendar	covered	/2020-dane-calendar	/donate-to-rmgdri	low	Calendar/fundraising legacy → donate (low confidence)
/2020-successes	covered	/2020-successes	/adoption-successes/2020	high	Legacy year archive
/2020/01	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2020/02	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2020/03	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2020/04	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2020/05	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2020/06	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2020/07	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2020/08	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2020/09	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2020/10	covered	/:year(\d{4})/:month(\d{2})	/the-dog-blog	medium	WP date archive → blog
/2021-adoptions	covered	/2021-adoptions	/adoption-successes/2021	high	Legacy year archive
/2021-archie-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-athena-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-auggie-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-axel-black-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-axel-blue-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-binky-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-buddy-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-calliope-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-cara-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-dane-calendar	covered	/2021-dane-calendar	/donate-to-rmgdri	low	Calendar/fundraising legacy → donate (low confidence)
/2021-diego-now-dex-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-duke-has-a-home-2	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-frank-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-gary-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-gracie-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-harley-zeus-have-a-home	covered	/:slug+-have-a-home	/adoption-successes	medium	Legacy success (paired dogs, "have a home")
/2021-lucy-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-maia-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-max-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-maxine-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-minerva-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-nelli-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-odysseus-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-orion-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-samson-has-a-home-2	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-sparky-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-successes	covered	/2021-successes	/adoption-successes/2021	high	Legacy year archive
/2021-swisher-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-teagan-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-thor-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-titan-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-wilson-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2021-zhara-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-Bella-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-apollo-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-athena-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-athena-has-a-home-2	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-atlas-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-brandi-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-brooke-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-bruce-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-charlie-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-daisy-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-diesel-has-a-home-fawn	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-dixie-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-dozer-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-duke-black-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-duke-fawnequin--has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-duke-fawnequin-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-duncan-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-ella-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-fats-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-gabby-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-george-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-gypsy-rose-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-iris-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-jack-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-juniper-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-khan-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-kingsley-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-lilo-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-lilo-has-a-home-	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-lucy-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-lucy-has-a-home-2	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-luna-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-max-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-max-has-a-home-2	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-mera-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-mimi-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-nike-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-ocean-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-penelope-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-penelope-has-a-home-2	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-phoebe-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-poppy-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-siren-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-snoop-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-snoop-has-a-home-	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-stitch-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2022-successes	covered	/2022-successes	/adoption-successes/2022	high	Legacy year archive
/2022-tigs-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-antero-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-athena-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-babe-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-bently-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-blew-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-blue-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-bohdi-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-brady-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-bruno-harl-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-buck-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-cambria-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-casper-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-charlee-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-charlee-has-a-home-2	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-dakota-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-declan-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-drago-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-duke-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-finlee-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-fiona-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-indie-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-kane-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-kingston-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-lucy-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-luna-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-maggie-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
/2023-manitou-has-a-home	covered	/:year(\d{4})-:slug+-has-a-home	/adoption-successes/:year	medium	Year-prefixed success URL → year archive (suffix variants tolerated)
