legacy_path	source	wayback_hits	pattern_class	year_extracted	proposed_action	proposed_destination	match_status	confidence	notes
/2016/01	wayback	1	date_archive	2016	410		n_a	high	Pre-2022 date archive — not migrated
/2016/02	wayback	1	date_archive	2016	410		n_a	high	Pre-2022 date archive — not migrated
/2016/03	wayback	1	date_archive	2016	410		n_a	high	Pre-2022 date archive — not migrated
/2016/03/page/2	wayback	1	date_archive	2016	410		n_a	high	Pre-2022 date archive — not migrated
/2016/04	wayback	1	date_archive	2016	410		n_a	high	Pre-2022 date archive — not migrated
/2016/04/page/2	wayback	1	date_archive	2016	410		n_a	high	Pre-2022 date archive — not migrated
/2016/05	wayback	1	date_archive	2016	410		n_a	high	Pre-2022 date archive — not migrated
/2016/06	wayback	1	date_archive	2016	410		n_a	high	Pre-2022 date archive — not migrated
/2016/06/page/2	wayback	1	date_archive	2016	410		n_a	high	Pre-2022 date archive — not migrated
/2016/07	wayback	1	date_archive	2016	410		n_a	high	Pre-2022 date archive — not migrated
/2016/07/page/2	wayback	1	date_archive	2016	410		n_a	high	Pre-2022 date archive — not migrated
/2016/08	wayback	1	date_archive	2016	410		n_a	high	Pre-2022 date archive — not migrated
/2016/09	wayback	1	date_archive	2016	410		n_a	high	Pre-2022 date archive — not migrated
/2016/10	wayback	1	date_archive	2016	410		n_a	high	Pre-2022 date archive — not migrated
/2016/11	wayback	1	date_archive	2016	410		n_a	high	Pre-2022 date archive — not migrated
/2016/12	wayback	1	date_archive	2016	410		n_a	high	Pre-2022 date archive — not migrated
/2017-adoptions	wayback	1	year_archive_alias	2017	410		n_a	high	Pre-2022 year archive alias — not migrated
/2017-calendar	wayback	1	legacy_calendar	2017	410		n_a	high	Legacy calendar/fundraising page — not migrated
/2017/01	wayback	1	date_archive	2017	410		n_a	high	Pre-2022 date archive — not migrated
/2017/02	wayback	1	date_archive	2017	410		n_a	high	Pre-2022 date archive — not migrated
/2017/03	wayback	1	date_archive	2017	410		n_a	high	Pre-2022 date archive — not migrated
/2017/04	wayback	1	date_archive	2017	410		n_a	high	Pre-2022 date archive — not migrated
/2017/05	wayback	1	date_archive	2017	410		n_a	high	Pre-2022 date archive — not migrated
/2017/05/page/2	wayback	1	date_archive	2017	410		n_a	high	Pre-2022 date archive — not migrated
/2017/06	wayback	1	date_archive	2017	410		n_a	high	Pre-2022 date archive — not migrated
/2017/07	wayback	1	date_archive	2017	410		n_a	high	Pre-2022 date archive — not migrated
/2017/08	wayback	1	date_archive	2017	410		n_a	high	Pre-2022 date archive — not migrated
/2017/09	wayback	1	date_archive	2017	410		n_a	high	Pre-2022 date archive — not migrated
/2017/10	wayback	1	date_archive	2017	410		n_a	high	Pre-2022 date archive — not migrated
/2017/11	wayback	1	date_archive	2017	410		n_a	high	Pre-2022 date archive — not migrated
/2017/12	wayback	1	date_archive	2017	410		n_a	high	Pre-2022 date archive — not migrated
/2018-adoptions	wayback	1	year_archive_alias	2018	410		n_a	high	Pre-2022 year archive alias — not migrated
/2018-calendars	wayback	1	legacy_calendar	2018	410		n_a	high	Legacy calendar/fundraising page — not migrated
/2018/01	wayback	1	date_archive	2018	410		n_a	high	Pre-2022 date archive — not migrated
/2018/02	wayback	1	date_archive	2018	410		n_a	high	Pre-2022 date archive — not migrated
/2018/03	wayback	1	date_archive	2018	410		n_a	high	Pre-2022 date archive — not migrated
/2018/03/page/2	wayback	1	date_archive	2018	410		n_a	high	Pre-2022 date archive — not migrated
/2018/04	wayback	1	date_archive	2018	410		n_a	high	Pre-2022 date archive — not migrated
/2018/05	wayback	1	date_archive	2018	410		n_a	high	Pre-2022 date archive — not migrated
/2018/06	wayback	1	date_archive	2018	410		n_a	high	Pre-2022 date archive — not migrated
/2018/06/page/2	wayback	1	date_archive	2018	410		n_a	high	Pre-2022 date archive — not migrated
/2018/07	wayback	1	date_archive	2018	410		n_a	high	Pre-2022 date archive — not migrated
/2018/08	wayback	1	date_archive	2018	410		n_a	high	Pre-2022 date archive — not migrated
/2018/09	wayback	1	date_archive	2018	410		n_a	high	Pre-2022 date archive — not migrated
/2018/10	wayback	1	date_archive	2018	410		n_a	high	Pre-2022 date archive — not migrated
/2018/11	wayback	1	date_archive	2018	410		n_a	high	Pre-2022 date archive — not migrated
/2018/12	wayback	1	date_archive	2018	410		n_a	high	Pre-2022 date archive — not migrated
/2019-adoptions	wayback	1	year_archive_alias	2019	410		n_a	high	Pre-2022 year archive alias — not migrated
/2019-calendars	wayback	1	legacy_calendar	2019	410		n_a	high	Legacy calendar/fundraising page — not migrated
/2019/01	wayback	1	date_archive	2019	410		n_a	high	Pre-2022 date archive — not migrated
/2019/02	wayback	1	date_archive	2019	410		n_a	high	Pre-2022 date archive — not migrated
/2019/03	wayback	1	date_archive	2019	410		n_a	high	Pre-2022 date archive — not migrated
/2019/04	wayback	1	date_archive	2019	410		n_a	high	Pre-2022 date archive — not migrated
/2019/05	wayback	1	date_archive	2019	410		n_a	high	Pre-2022 date archive — not migrated
/2019/06	wayback	1	date_archive	2019	410		n_a	high	Pre-2022 date archive — not migrated
/2019/06/page/2	wayback	1	date_archive	2019	410		n_a	high	Pre-2022 date archive — not migrated
/2019/07	wayback	1	date_archive	2019	410		n_a	high	Pre-2022 date archive — not migrated
/2019/08	wayback	1	date_archive	2019	410		n_a	high	Pre-2022 date archive — not migrated
/2019/09	wayback	1	date_archive	2019	410		n_a	high	Pre-2022 date archive — not migrated
/2019/10	wayback	1	date_archive	2019	410		n_a	high	Pre-2022 date archive — not migrated
/2019/11	wayback	1	date_archive	2019	410		n_a	high	Pre-2022 date archive — not migrated
/2019/11/page/2	wayback	1	date_archive	2019	410		n_a	high	Pre-2022 date archive — not migrated
/2019/12	wayback	1	date_archive	2019	410		n_a	high	Pre-2022 date archive — not migrated
/2020-adoptions	wayback	1	year_archive_alias	2020	410		n_a	high	Pre-2022 year archive alias — not migrated
/2020-dane-calendar	wayback	1	legacy_calendar	2020	410		n_a	high	Legacy calendar/fundraising page — not migrated
/2020-successes	wayback	1	year_archive_alias	2020	410		n_a	high	Pre-2022 year archive alias — not migrated
/2020/01	wayback	1	date_archive	2020	410		n_a	high	Pre-2022 date archive — not migrated
/2020/02	wayback	1	date_archive	2020	410		n_a	high	Pre-2022 date archive — not migrated
/2020/03	wayback	1	date_archive	2020	410		n_a	high	Pre-2022 date archive — not migrated
/2020/04	wayback	1	date_archive	2020	410		n_a	high	Pre-2022 date archive — not migrated
/2020/05	wayback	1	date_archive	2020	410		n_a	high	Pre-2022 date archive — not migrated
/2020/06	wayback	1	date_archive	2020	410		n_a	high	Pre-2022 date archive — not migrated
/2020/07	wayback	1	date_archive	2020	410		n_a	high	Pre-2022 date archive — not migrated
/2020/08	wayback	1	date_archive	2020	410		n_a	high	Pre-2022 date archive — not migrated
/2020/09	wayback	1	date_archive	2020	410		n_a	high	Pre-2022 date archive — not migrated
/2020/10	wayback	1	date_archive	2020	410		n_a	high	Pre-2022 date archive — not migrated
/2021-adoptions	wayback	1	year_archive_alias	2021	410		n_a	high	Pre-2022 year archive alias — not migrated
/2021-archie-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-athena-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-auggie-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-axel-black-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-axel-blue-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-binky-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-buddy-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-calliope-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-cara-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-dane-calendar	wayback	1	legacy_calendar	2021	410		n_a	high	Legacy calendar/fundraising page — not migrated
/2021-diego-now-dex-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-duke-has-a-home-2	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-frank-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-gary-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-gracie-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-harley-zeus-have-a-home	wayback	1	success_paired_dogs	2021	410		n_a	medium	Paired-dog success ("X and Y have a home") — likely pre-2022; content not migrated
/2021-lucy-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-maia-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-max-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-maxine-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-minerva-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-nelli-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-odysseus-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-orion-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-samson-has-a-home-2	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-sparky-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-successes	wayback	1	year_archive_alias	2021	410		n_a	high	Pre-2022 year archive alias — not migrated
/2021-swisher-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-teagan-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-thor-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-titan-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-wilson-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2021-zhara-has-a-home	wayback	1	success_year_prefixed	2021	410		n_a	high	Pre-2022 success URL — content not migrated
/2022-Bella-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/bella-2022	matched_to_sanity_slug	high	Disambiguator resolved via case/dash normalization → canonical slug "bella-2022"
/2022-apollo-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/apollo-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-athena-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/athena-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-athena-has-a-home-2	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/athena-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-atlas-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/atlas-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-brandi-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/brandi-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-brooke-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/brooke-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-bruce-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022	unmatched_slug_to_year	medium	Year-prefixed success URL — slug "bruce-2022" not in JSON; falling back to year page
/2022-charlie-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/charlie-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-daisy-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/daisy-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-diesel-has-a-home-fawn	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/diesel-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-dixie-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/dixie-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-dozer-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/dozer-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-duke-black-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/duke-black-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-duke-fawnequin--has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/duke-fawnequin-2022	matched_to_sanity_slug	high	Disambiguator resolved via case/dash normalization → canonical slug "duke-fawnequin-2022"
/2022-duke-fawnequin-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/duke-fawnequin-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-duncan-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/duncan-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-ella-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022	unmatched_slug_to_year	medium	Year-prefixed success URL — slug "ella-2022" not in JSON; falling back to year page
/2022-fats-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/fats-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-gabby-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/gabby-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-george-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/george-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-gypsy-rose-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/gypsy-rose-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-iris-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/iris-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-jack-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/jack-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-juniper-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/juniper-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-khan-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/khan-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-kingsley-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/kingsley-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-lilo-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/lilo-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-lilo-has-a-home-	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/lilo-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-lucy-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022	unmatched_slug_to_year	medium	Year-prefixed success URL — slug "lucy-2022" not in JSON; falling back to year page
/2022-lucy-has-a-home-2	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022	unmatched_slug_to_year	medium	Year-prefixed success URL — slug "lucy-2022" not in JSON; falling back to year page
/2022-luna-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/luna-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-max-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/max-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-max-has-a-home-2	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/max-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-mera-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/mera-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-mimi-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/mimi-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-nike-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/nike-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-ocean-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/ocean-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-penelope-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/penelope-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-penelope-has-a-home-2	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/penelope-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-phoebe-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/phoebe-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-poppy-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/poppy-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-siren-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/siren-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-snoop-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/snoop-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-snoop-has-a-home-	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/snoop-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-stitch-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/stitch-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2022-successes	wayback	1	year_archive_alias	2022	308	/adoption-successes/2022	matched_to_year_archive	high	
/2022-tigs-has-a-home	wayback	1	success_year_prefixed	2022	308	/adoption-successes/2022/tigs-2022	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-antero-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/antero-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-athena-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/athena-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-babe-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/babe-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-bently-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/bently-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-blew-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/blew-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-blue-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/blue-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-bohdi-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/bohdi-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-brady-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/brady-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-bruno-harl-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/bruno-harl-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-buck-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/buck-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-cambria-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/cambria-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-casper-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/casper-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-charlee-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/charlee-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-charlee-has-a-home-2	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/charlee-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-dakota-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/dakota-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-declan-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/declan-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-drago-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/drago-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-duke-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/duke-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-finlee-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023	unmatched_slug_to_year	medium	Year-prefixed success URL — slug "finlee-2023" not in JSON; falling back to year page
/2023-fiona-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/fiona-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-indie-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/indie-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-kane-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/kane-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-kingston-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/kingston-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-lucy-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023	unmatched_slug_to_year	medium	Year-prefixed success URL — slug "lucy-2023" not in JSON; falling back to year page
/2023-luna-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/luna-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-maggie-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/maggie-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-manitou-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/manitou-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-olive-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/olive-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-orvis-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/orvis-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
/2023-pharaoh-has-a-home	wayback	1	success_year_prefixed	2023	308	/adoption-successes/2023/pharaoh-2023	matched_to_sanity_slug	high	Year-prefixed success URL → matched JSON slug
